latitude,longitude,altitude,timestamp,heart_rate,cadence,elevation
55.921015329658985,11.662305062636733,12.799999999999955,2022-10-08 13:13:47+02:00,98,0,15.0
55.92102589085698,11.662357868626714,12.799999999999955,2022-10-08 13:13:48+02:00,97,61,15.0
55.92099596746266,11.662495248019695,12.799999999999955,2022-10-08 13:13:54+02:00,92,73,15.0
55.920978700742126,11.662526177242398,12.799999999999955,2022-10-08 13:13:57+02:00,98,71,15.0
55.92097459360957,11.662537157535553,12.600000000000023,2022-10-08 13:13:58+02:00,103,0,15.0
55.92097048647702,11.66254771873355,12.600000000000023,2022-10-08 13:13:59+02:00,108,61,15.0
55.92096612788737,11.662557190284133,12.600000000000023,2022-10-08 13:14:00+02:00,108,0,15.0
55.92096319422126,11.662565404549241,12.600000000000023,2022-10-08 13:14:02+02:00,112,0,15.0
55.920970905572176,11.662580743432045,12.600000000000023,2022-10-08 13:14:04+02:00,117,0,15.0
55.92097224667668,11.662590634077787,12.600000000000023,2022-10-08 13:14:05+02:00,117,0,15.0
55.92097107321024,11.662594825029373,12.399999999999977,2022-10-08 13:14:06+02:00,120,0,15.0
55.92097241431475,11.66260588914156,12.399999999999977,2022-10-08 13:14:07+02:00,124,0,15.0
55.92097886838019,11.662645284086466,12.0,2022-10-08 13:14:11+02:00,127,0,15.0
55.92098431661725,11.662657018750906,11.800000000000011,2022-10-08 13:14:13+02:00,130,0,16.0
55.92099018394947,11.66266355663538,11.800000000000011,2022-10-08 13:14:14+02:00,133,0,16.0
55.920993871986866,11.662670513615012,11.800000000000011,2022-10-08 13:14:15+02:00,133,0,16.0
55.92100719921291,11.662686355412006,11.800000000000011,2022-10-08 13:14:17+02:00,126,0,16.0
55.9210092946887,11.662687612697482,11.600000000000023,2022-10-08 13:14:18+02:00,126,0,16.0
55.92100736685097,11.66266992688179,11.199999999999989,2022-10-08 13:14:26+02:00,123,0,16.0
55.92100292444229,11.662764642387629,9.800000000000011,2022-10-08 13:14:33+02:00,120,57,16.0
55.92108204960823,11.662962287664413,9.0,2022-10-08 13:14:40+02:00,117,56,16.0
55.92111239209771,11.663156999275088,8.800000000000011,2022-10-08 13:14:45+02:00,113,55,15.0
55.921159498393536,11.663511553779244,7.800000000000011,2022-10-08 13:14:52+02:00,110,80,15.0
55.921160420402884,11.66361347772181,7.800000000000011,2022-10-08 13:14:54+02:00,107,80,14.0
55.92117332853377,11.663824701681733,7.399999999999977,2022-10-08 13:14:58+02:00,110,80,13.0
55.921173579990864,11.66388371028006,7.199999999999989,2022-10-08 13:14:59+02:00,114,80,13.0
55.921179447323084,11.663932744413614,7.199999999999989,2022-10-08 13:15:00+02:00,121,80,13.0
